0,1,2,3,sequence_id,label
0.7857149999999999,0.88,0.285715,0.0,88,1
0.488889,0.30769,0.40909,0.452381,189,1
0.295455,0.26666500000000004,0.6444449999999999,0.340425,302,-1
0.56818,0.5333335,0.4,0.38298,211,1
0.5333335,0.4615385,0.5454545,0.88095,210,-1
0.142855,0.2,0.761905,0.8,45,-1
0.733335,0.07692500000000002,0.68182,0.642855,128,1
0.295455,0.333335,0.5333335,0.5106385,235,1
0.11363499999999999,0.13333499999999998,0.71111,0.5106385,267,-1
0.555555,0.4615385,0.5454545,0.5,110,1
0.8863650000000001,0.5333335,0.17778,0.04255500000000001,227,1
0.142855,0.24,0.738095,0.775,37,-1
0.20454499999999998,0.2,0.866665,0.4893615,280,1
0.272725,0.24444500000000002,0.733335,0.57447,218,1
0.355555,0.20512999999999998,0.81818,0.642855,186,1
0.386365,0.333335,0.6,0.57447,269,-1
0.65909,0.6,0.2,0.25532,216,1
0.25,0.26666500000000004,0.91111,0.7659549999999999,290,1
0.20454499999999998,0.0,0.5333335,0.7659549999999999,273,-1
0.71111,0.641025,0.09090999999999999,0.5,125,1
0.738095,0.8,0.238095,0.175,73,1
0.5333335,0.564105,0.40909,0.59524,138,-1
0.727275,0.444445,0.333335,0.44681,243,-1
0.954545,0.8,0.24444500000000002,0.25532,297,1
0.5454545,0.4,0.2,0.29786999999999997,261,-1
0.56818,0.57778,0.4,0.38298,211,1
0.40909,0.4666665,0.42222,0.5106385,268,-1
0.272725,0.26666500000000004,0.57778,0.6383,289,1
0.4772725,0.6,0.17778,0.40425500000000003,245,-1
0.613635,0.511111,0.4,0.38298,211,1
0.444445,0.5128205,0.5454545,0.333335,165,-1
0.68182,0.97778,0.2,0.19149,259,-1
0.2,0.0,0.613635,0.309525,162,-1
0.31818,0.26666500000000004,0.62222,0.55319,230,1
0.8863650000000001,0.6444449999999999,0.0,0.25532,215,1
0.444445,0.4871795,0.704545,0.642855,207,-1
0.7142850000000001,0.94,0.214285,0.0,56,-1
0.62222,0.5384615,0.18181999999999998,0.42857,114,1
0.68182,0.6,0.2,0.170215,284,1
0.4545455,0.24444500000000002,0.6,0.5106385,229,1
0.6666650000000001,0.5384615,0.40909,0.5,177,1
0.5454545,0.37778,0.31111,0.40425500000000003,237,1
0.56818,0.555555,0.4,0.38298,211,1
0.4,0.0,0.8863650000000001,0.7857149999999999,171,1
0.82222,0.7692300000000001,0.0,0.0,120,1
0.4,0.0,0.56818,0.6666650000000001,162,-1
0.31818,0.17778,0.866665,0.70213,291,1
0.6,0.43589500000000003,0.4545455,0.333335,117,1
0.90909,0.5333335,0.06666499999999997,0.19149,225,1
0.8,0.7692300000000001,0.0,0.214285,156,-1
0.272725,0.0,0.57778,0.531915,266,-1
0.214285,0.52,0.5,0.475,49,-1
0.4666665,0.4615385,0.5454545,0.5,123,1
0.09523999999999999,0.24,0.738095,0.775,22,1
0.5454545,0.8,0.11110999999999999,0.31915,259,-1
0.09523999999999999,0.24,0.59524,0.825,37,-1
0.43182,0.26666500000000004,0.511111,0.19149,258,-1
0.6444449999999999,0.4615385,0.09090999999999999,0.42857,108,1
0.444445,0.6666650000000001,0.34091,0.285715,173,1
0.4666665,0.05127999999999999,0.81818,0.857145,185,1
0.727275,0.4666665,0.08889000000000002,0.19149,239,-1
0.272725,0.06666499999999997,0.866665,0.70213,287,1
0.28889,0.25641,0.59091,0.57143,184,1
0.6,0.615385,0.20454499999999998,0.57143,134,-1
0.4,0.4871795,0.5,0.642855,186,1
0.20454499999999998,0.26666500000000004,0.88889,0.70213,286,1
0.5238095,0.6799999999999999,0.285715,0.3,62,-1
0.6666650000000001,0.589745,0.34091,0.40476,126,1
0.5238095,0.9199999999999999,0.214285,0.22499999999999998,96,-1
0.0,0.0,0.866665,0.5106385,267,-1
0.642855,1.0,0.190475,0.0,57,-1
0.40909,0.444445,0.6666650000000001,0.595745,268,-1
0.75,0.5333335,0.2,0.38298,251,-1
0.6,1.0,0.11363499999999999,0.142855,149,-1
0.42222,0.0,0.8863650000000001,0.7857149999999999,171,1
0.142855,0.14,0.7857149999999999,0.75,24,1
0.0,0.24,0.61905,0.625,33,-1
0.272725,0.6,0.4,0.234045,251,-1
0.5333335,0.641025,0.18181999999999998,0.190475,105,1
0.272725,0.08889000000000002,0.5333335,0.531915,296,1
0.4,0.564105,0.5454545,0.57143,179,1
0.68182,0.6,0.0,0.25532,250,-1
0.62222,0.30769,0.31818,0.452381,113,1
0.11363499999999999,0.4,0.333335,0.595745,286,1
0.511111,0.30769,0.5454545,0.90476,209,-1
0.6666650000000001,0.5128205,0.386365,0.214285,126,1
0.5454545,0.4,0.57778,0.340425,265,-1
0.5454545,0.6666650000000001,0.13333499999999998,0.31915,212,1
0.0,0.22221999999999997,0.933335,0.57447,291,1
0.8863650000000001,0.6666650000000001,0.022220000000000018,0.31915,246,-1
0.40909,0.155555,0.5333335,0.531915,281,1
0.5333335,0.384615,0.386365,0.4761905,177,1
0.5238095,0.5,0.357145,0.35,67,1
0.444445,0.384615,0.59091,0.4761905,124,1
0.5227275,0.333335,0.5333335,0.40425500000000003,278,1
0.733335,0.923075,0.04545500000000002,0.11904999999999999,156,-1
0.333335,0.5384615,0.272725,0.59524,195,1
0.295455,0.4666665,0.4,0.4893615,299,1
0.15909,0.11110999999999999,0.71111,0.234045,263,-1
0.511111,0.384615,0.613635,0.5238095,128,1
0.26666500000000004,0.30769,0.8863650000000001,0.857145,174,1
0.7857149999999999,0.8200000000000001,0.09523999999999999,0.0,89,1
0.733335,0.384615,0.18181999999999998,0.357145,116,1
0.24444500000000002,0.4615385,0.5454545,0.57143,197,-1
0.285715,0.3,0.642855,0.675,24,1
0.166665,0.33999999999999997,0.7142850000000001,0.55,35,-1
0.7857149999999999,0.8400000000000001,0.285715,0.25,87,1
0.34091,0.4666665,0.4666665,0.5106385,281,1
0.333335,0.5384615,0.40909,0.11904999999999999,195,1
0.59524,0.76,0.047619999999999996,0.15000000000000002,104,-1
0.84091,0.24444500000000002,0.0,0.31915,260,-1
0.761905,0.52,0.357145,0.25,75,1
0.6666650000000001,0.5384615,0.0,0.285715,108,1
0.5333335,0.4615385,0.13636500000000001,0.38095,186,1
0.34091,0.26666500000000004,0.6,0.38298,302,-1
0.0,0.58,0.40476,0.8,27,-1
0.5454545,0.6444449999999999,0.06666499999999997,0.170215,215,1
0.84091,0.844445,0.06666499999999997,0.25532,259,-1
0.295455,0.22221999999999997,0.866665,0.659575,287,1
0.36363500000000004,0.355555,0.6666650000000001,0.5106385,235,1
0.65909,0.6444449999999999,0.4666665,0.31915,251,-1
0.40909,0.355555,0.5333335,0.4893615,299,1
0.57778,0.07692500000000002,0.56818,0.57143,111,1
0.4,0.5128205,0.4772725,0.357145,194,1
0.4,0.820515,0.13636500000000001,0.309525,108,1
0.68182,0.31111,0.0,0.27659500000000004,250,-1
0.227275,0.333335,0.6666650000000001,0.44681,269,-1
0.0,0.28,0.857145,0.775,16,1
0.5454545,0.22221999999999997,0.444445,0.5106385,295,1
0.511111,0.69231,0.06818000000000002,0.166665,147,-1
0.09090999999999999,0.444445,0.57778,0.31915,230,1
0.13333499999999998,0.153845,0.704545,0.857145,185,1
0.0,0.28,0.309525,0.7,28,-1
0.4,0.10256500000000002,0.5454545,0.5238095,160,-1
0.92857,0.7,0.09523999999999999,0.25,75,1
0.4666665,0.5384615,0.5,0.57143,180,1
0.40909,0.57778,0.5333335,0.70213,277,1
0.42857,0.42,0.309525,0.6,1,1
0.866665,0.74359,0.11363499999999999,0.0,115,1
0.4,0.0,0.09090999999999999,0.7142850000000001,183,1
0.82222,0.5384615,0.11363499999999999,0.142855,119,1
0.26666500000000004,0.20512999999999998,0.75,0.7857149999999999,183,1
0.4666665,0.07692500000000002,0.4772725,0.7142850000000001,202,-1
0.81818,0.6,0.13333499999999998,0.29786999999999997,259,-1
0.42222,0.5384615,0.4545455,0.5,159,-1
0.68182,0.6666650000000001,0.13333499999999998,0.21276499999999998,233,1
0.8,0.384615,0.09090999999999999,0.59524,136,-1
0.68182,0.488889,0.0,0.19149,240,-1
0.6666650000000001,0.5128205,0.09090999999999999,0.261905,133,-1
0.6,0.7692300000000001,0.06818000000000002,0.11904999999999999,156,-1
0.386365,0.4,0.333335,0.531915,281,1
0.5333335,0.30769,0.5454545,0.92857,199,-1
0.5333335,0.5128205,0.0,0.238095,141,-1
0.0,0.21999999999999997,0.57143,0.525,32,-1
0.6666650000000001,0.71795,0.13636500000000001,0.261905,156,-1
0.57778,0.05127999999999999,0.59091,0.7857149999999999,182,1
0.8863650000000001,0.555555,0.31111,0.25532,224,1
0.40909,0.57778,0.17778,0.29786999999999997,229,1
0.6,0.641025,0.13636500000000001,0.214285,155,-1
0.8636349999999999,0.4,0.08889000000000002,0.31915,236,1
0.488889,0.358975,0.5454545,0.90476,209,-1
0.6444449999999999,0.74359,0.15909,0.214285,116,1
0.75,0.6666650000000001,0.2,0.25532,242,-1
0.68889,0.69231,0.0,0.333335,149,-1
0.272725,0.4666665,0.5333335,0.57447,276,1
0.214285,0.32,0.7857149999999999,0.9,25,1
0.65909,0.6,0.0,0.31915,232,1
0.4772725,0.488889,0.2,0.38298,242,-1
0.42222,0.30769,0.5227275,0.7142850000000001,197,-1
0.6666650000000001,0.564105,0.36363500000000004,0.023809999999999998,130,1
0.613635,0.6,0.333335,0.25532,245,-1
0.261905,0.4,0.42857,0.6,29,-1
0.733335,0.71795,0.022724999999999995,0.214285,141,-1
0.68889,0.589745,0.34091,0.42857,175,1
0.4772725,0.333335,0.555555,0.6383,283,1
0.511111,0.384615,0.5454545,0.57143,195,1
0.28889,0.0,0.5454545,0.690475,206,-1
0.4,0.23076999999999998,0.8863650000000001,0.690475,181,1
0.0,0.44,0.214285,0.6,37,-1
0.047619999999999996,0.33999999999999997,0.5,0.725,35,-1
0.5,0.08000000000000002,0.142855,0.15000000000000002,91,1
0.4666665,0.30769,0.613635,0.6666650000000001,176,1
0.4,0.07692500000000002,0.75,0.42857,189,1
0.7142850000000001,0.76,0.166665,0.025000000000000022,70,1
0.5,0.42222,0.28889,0.25532,249,-1
0.5333335,0.7692300000000001,0.04545500000000002,0.238095,129,1
